FY 2015 IPPS Final Rule: Hospital Readmissions Reduction Program-Supplemental Data-                                                  Reflects Corrections from October 2014 Correction Notice,,,,,,,,,,,,,,,
PROV, Corrected FY 2015  Readmissions Adjustment Factor,Number of Pneumonia Cases,Excess Readmission Ratio for Pneumonia,Number of Heart Failure Cases,Excess Readmission Ratio for Heart Failure,Number of Acute Myocardial Infarction Cases,Acute Myocardial Infarction Excess Readmission Ratio,Number of Hip/Knee Arthroplasty Cases,Hip/Knee Arthroplasty Excess Readmission Ratio,Number of Chronic Obstructive Pulmonary Disease Cases,Chronic Obstructive Pulmonary Disease Excess Readmission Ratio,,,,
420018,0.9997,390,0.94093635,795,0.911900975,380,1.015206752,941,0.778915627,335,0.996132318,,,,
420019,0.9987,70,0.984369312,97,1.031061419,12,0,9,0,103,0.962243778,,,,
420020,0.9855,204,1.060677389,227,1.144725745,109,1.108495435,137,1.185904727,239,0.975235247,,,,
420023,1.0000,598,0.881706329,896,0.73043612,348,0.984717784,1616,0.897014474,477,0.893638321,,,,
420026,0.9989,364,1.070126944,931,0.881077005,810,0.981078717,713,0.98597726,312,0.84972436,,,,
420027,0.9983,1090,0.985602441,862,0.969886732,274,0.957565592,470,1.048182984,943,1.012598295,,,,
420030,0.9924,164,0.979185238,275,1.067180804,34,1.010770222,67,1.149076143,242,1.034135601,,,,
420033,1.0000,208,1.000447495,140,0.962923044,8,0,321,0.785250199,140,0.987367333,,,,
420036,0.9963,257,1.002173788,301,1.076827418,83,1.083339226,17,0,400,1.000004716,,,,
420037,0.9994,143,0.906947208,77,1.020750502,3,0,104,0.944174087,73,0.985237317,,,,
420038,0.9976,195,0.908501028,159,1.075453568,18,0,123,0.883753953,111,0.919772644,,,,
420039,0.9920,120,0.99270989,122,1.072364866,16,0,6,0,237,1.080421503,,,,
420043,0.9919,177,1.016869922,137,1.057804506,15,0,39,1.129189471,222,1.037586848,,,,
420048,0.9938,397,1.127263575,373,0.909901147,57,0.983674194,101,0.796829928,303,0.974029855,,,,
420049,0.9989,392,0.977339131,280,0.917156621,38,1.013222826,471,1.016029783,343,0.921842583,,,,
420051,0.9993,608,1.023378389,1070,0.976866606,789,1.01148313,670,0.896212191,526,0.963693825,,,,
420053,0.9999,112,0.93318711,99,0.912524579,28,1.01244064,165,0.96827789,107,0.985632088,,,,
420054,1.0000,72,0.984032425,66,0.97819591,7,0,0,0,84,0.991459911,,,,
420055,0.9895,129,1.029907001,213,1.102928173,112,1.185314055,11,0,212,0.947204835,,,,
420057,1.0000,29,0.946984124,30,0.959430629,3,0,0,0,22,0,,,,
420062,0.9911,175,1.103465476,82,1.069551833,14,0,7,0,155,1.025535555,,,,
420065,1.0000,276,1.000152534,203,0.911726467,14,0,0,0,305,0.911492999,,,,
420066,0.9993,82,0.981615443,38,0.972299456,6,0,9,0,73,1.01378428,,,,
420067,0.9700,187,1.026593221,340,1.085025293,46,0.964392207,586,1.583648669,315,0.983047756,,,,
420068,0.9955,205,1.128005667,423,1.08475492,115,0.999742319,105,1.045259968,267,1.003953031,,,,
420069,0.9908,142,1.017578874,115,1.062754678,7,0,75,1.11148909,72,0.943983666,,,,
420070,0.9955,445,1.019438432,584,1.02255646,72,1.076790226,312,0.956494102,529,1.089540913,,,,
420071,0.9964,483,0.986280166,412,0.957399029,337,1.031250565,468,1.060452524,441,0.960594526,,,,
420072,0.9922,93,1.015754177,67,1.124964875,4,0,22,0,60,0.943479104,,,,
420073,0.9993,680,1.027691636,663,0.973377356,326,0.883750955,351,0.973192043,459,0.967870626,,,,
420078,1.0000,728,0.923364696,866,0.867854863,596,0.969097819,10,0,402,0.99143958,,,,
420079,0.9886,662,1.040616502,770,0.868721618,296,0.948756094,697,1.260660244,836,0.956219524,,,,
420080,0.9917,375,1.107852521,317,1.021592693,139,1.110347582,140,0.997288267,207,0.997258579,,,,
420082,0.9980,334,1.024771542,436,0.981619901,169,0.97501298,202,1.012436234,352,1.052371309,,,,
420083,0.9952,425,1.051107318,246,1.011537142,31,0.9646214,240,1.033177469,380,1.011832885,,,,
420085,0.9918,560,1.066626169,969,1.087983799,676,1.056840203,698,0.941440966,742,1.065038231,,,,
420086,0.9996,290,0.913837796,220,0.881145741,36,0.918055183,602,0.880119024,157,1.038364991,,,,
420087,1.0000,429,0.967400058,886,0.869983711,351,0.929316208,1402,0.902077926,410,0.937671005,,,,
420089,0.9935,191,0.989629293,110,0.908419146,4,0,116,1.222115237,88,0.979313817,,,,
420091,0.9904,530,1.071363864,765,1.102771261,263,1.238000807,256,1.001419993,475,0.991747692,,,,
420098,0.9840,464,0.976256032,354,1.015338688,74,0.95773157,634,1.167150471,485,0.989499812,,,,
420101,0.9909,141,1.076462168,134,1.116330116,8,0,6,0,89,1.012381899,,,,
420102,1.0000,0,0,0,0,0,0,564,0.754972827,0,0,,,,
420103,1.0000,76,0.983091273,70,0.971529801,5,0,98,0.845723827,77,0.974492414,,,,
420104,1.0000,53,0.977306332,60,0.939397179,2,0,1,0,47,0.929771895,,,,
420105,0.9911,91,0.947000912,129,1.020223835,45,0.969124375,91,1.187512869,103,0.973111952,,,,
430005,1.0000,337,0.900229495,169,0.904721347,77,0.97391898,280,0.790724065,133,0.983169742,,,,
430008,0.9995,160,0.952847331,67,1.01367707,32,0.952689077,36,0.916762643,66,0.990029932,,,,
430012,0.9983,397,0.942594491,167,1.054691479,46,0.961788282,197,0.933539971,174,1.006433194,,,,
430013,0.9908,353,0.823603893,169,0.964556979,36,0.984162609,178,1.111695365,47,0.965776151,,,,
430014,1.0000,413,0.838439094,318,0.833349943,160,0.888023641,250,0.842585292,231,0.889746067,,,,
430015,0.9998,144,0.966583075,62,1.009275809,11,0,148,0.937169904,80,0.968575552,,,,
430016,1.0000,457,0.838147823,449,0.866704325,94,0.949603154,839,0.895051113,393,0.903117984,,,,
430027,1.0000,618,0.880775297,584,0.846789046,479,0.841616112,942,0.943062993,373,0.996907278,,,,
430048,1.0000,144,0.889761172,52,0.922731776,4,0,261,0.876638849,44,0.973882403,,,,
430077,0.9984,504,0.827958454,560,0.799579804,424,0.973641778,139,1.152285174,455,0.955240944,,,,
430081,1.0000,32,0.942489903,9,0,0,0,0,0,26,0.991059522,,,,
430082,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
430083,1.0000,5,0,1,0,0,0,0,0,1,0,,,,
430084,1.0000,52,0.993775496,12,0,0,0,0,0,13,0,,,,
430089,1.0000,0,0,0,0,0,0,618,0.706212036,0,0,,,,
430090,1.0000,0,0,0,0,0,0,836,0.659993461,0,0,,,,
430091,1.0000,0,0,0,0,0,0,812,0.739369195,0,0,,,,
430092,1.0000,0,0,0,0,0,0,367,0.841515908,0,0,,,,
430093,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
430094,0.9957,0,0,0,0,0,0,29,1.009241992,0,0,,,,
430095,1.0000,30,0.961721725,280,0.846502646,632,0.821603878,0,0,22,0,,,,
430096,0.9960,3,0,0,0,0,0,135,1.010522091,0,0,,,,
430097,0.9998,48,0.988841218,30,0.981166408,10,0,13,0,26,1.006920141,,,,
440001,0.9930,137,1.072466089,57,1.032482181,1,0,67,0.974541817,132,1.013496839,,,,
440002,0.9985,874,1.015286471,1967,1.031095037,1633,0.993057914,766,0.89767666,1190,0.966838119,,,,
440003,0.9791,349,1.200710467,209,1.026067435,115,0.995468425,154,0.951655875,389,1.251389472,,,,
440006,0.9953,377,1.094576814,305,1.02107249,89,1.019602201,168,1.110781392,401,0.981742124,,,,
440007,0.9997,280,0.855314617,50,0.944706036,8,0,3,0,41,1.013025474,,,,
440008,0.9910,121,1.011409737,96,1.097129679,7,0,0,0,151,1.032799885,,,,
440009,0.9969,315,1.027874414,497,0.987371476,89,1.014632134,132,0.983659884,457,1.047929455,,,,
440010,0.9845,130,1.064134425,75,0.952524966,1,0,0,0,127,1.079253995,,,,
440011,0.9877,831,1.129583467,454,1.079219808,159,1.00576764,248,1.056968506,446,0.992107481,,,,
440012,0.9913,802,1.112972116,603,1.122054428,443,0.988587075,334,1.001506555,589,1.067155736,,,,
440015,1.0000,411,0.999950444,554,0.981496229,328,0.993159522,475,0.83688546,371,1.000847712,,,,
440016,1.0000,95,0.976989378,97,0.965050026,14,0,8,0,75,0.990970653,,,,
440017,0.9851,497,0.997111849,631,1.15877978,639,1.069887294,363,1.285762639,533,1.060258122,,,,
440018,0.9919,259,1.115922838,125,0.980154689,22,0,18,0,246,1.005430045,,,,
440020,1.0000,111,0.950470867,62,0.968607474,7,0,12,0,133,0.927350416,,,,
440025,0.9919,502,0.98896856,237,1.039239568,51,0.999810238,153,0.833205056,233,1.165797284,,,,
440029,0.9978,364,0.953389408,302,1.0046832,115,1.019186622,780,0.868458736,264,1.093224052,,,,
440030,0.9764,396,1.155532322,249,1.139581692,169,1.005903127,194,1.310378031,490,1.021373512,,,,
440031,0.9981,205,0.95754093,88,1.066234626,7,0,0,0,143,0.940428203,,,,
440032,0.9985,85,0.979532711,67,1.003289623,21,0,8,0,82,1.028311904,,,,
440033,0.9912,297,1.043069791,180,1.047809716,16,0,0,0,196,1.016869665,,,,
440034,0.9939,311,1.093983094,507,1.018559776,263,1.073372317,565,0.863438495,420,1.08965442,,,,
440035,0.9868,574,0.917816885,441,1.152971128,200,1.07828284,307,0.900805191,650,1.141038609,,,,
440039,0.9990,400,1.039855196,918,0.928056282,586,1.036550721,332,0.914516303,196,1.005368528,,,,
440040,0.9896,148,1.079689451,137,0.982148705,2,0,0,0,54,1.00227942,,,,
440046,0.9909,221,0.960472935,310,1.126852236,41,0.988665142,77,1.155142711,313,0.964318643,,,,
440047,0.9999,58,0.976281662,29,1.00172222,7,0,0,0,53,0.9917532,,,,
440048,1.0000,1094,0.935294766,1715,0.898939357,843,0.933137947,644,0.923732045,825,0.952956212,,,,
440049,0.9959,1221,1.086727312,2388,1.057098112,1082,1.038818402,1303,0.915069218,1243,1.010791248,,,,
440050,0.9989,118,1.021392337,59,0.975559923,11,0,8,0,100,0.904016455,,,,
440051,0.9985,112,0.972704003,57,1.019133503,12,0,0,0,153,1.014550159,,,,
440053,0.9846,768,1.053943352,570,1.169771805,215,1.154903996,511,1.108275281,558,1.009929838,,,,
440054,1.0000,216,0.955995404,112,0.98759507,9,0,27,0.970880323,140,0.949118395,,,,
440056,0.9985,239,0.874677863,199,0.95392152,31,1.09917388,33,1.025461746,179,0.995577712,,,,
440057,0.9960,179,1.059679229,158,0.91818501,26,1.039005109,0,0,122,0.899975399,,,,
440058,0.9854,409,0.969880559,286,1.172450887,36,1.015190621,118,1.151090135,422,1.087492674,,,,
440059,0.9936,701,0.977487388,685,0.908635156,652,1.058429763,677,1.038336027,841,1.063167892,,,,
440060,1.0000,41,0.990300752,30,0.994193039,10,0,0,0,22,0,,,,
440061,0.9938,270,1.079577241,175,0.893230194,17,0,16,0,231,0.996212219,,,,
440063,0.9875,815,1.136275023,843,1.033696134,794,1.145701477,487,1.065644797,641,1.07043136,,,,
440064,1.0000,196,0.994133018,87,0.974505369,36,0.991205485,2,0,119,0.920721874,,,,
440065,0.9993,394,0.993415685,100,0.930742413,32,1.009731008,58,1.025492714,272,0.954588552,,,,
440067,0.9895,143,1.022894079,84,1.052238839,24,0,60,1.042707035,180,1.156570785,,,,
440068,0.9949,261,0.946400911,126,1.114889765,20,0,52,0.929954971,118,1.037019869,,,,
440070,0.9916,193,1.024723917,53,1.050324078,11,0,0,0,98,1.044044076,,,,
440072,0.9900,201,1.078638239,411,1.038297617,119,1.08435746,4,0,389,1.118769041,,,,
440073,0.9931,867,1.000133381,562,1.062719225,309,1.100701935,634,0.791712431,469,1.128168701,,,,
440081,1.0000,222,0.968314752,141,0.95048655,42,0.963421166,76,0.836686063,144,0.921484742,,,,
440082,0.9988,646,1.08488702,1401,0.990985064,1493,0.993874266,1815,0.731309728,630,0.897431008,,,,
440083,0.9869,194,1.037568563,199,1.112239169,19,0,0,0,499,1.035248296,,,,
440084,0.9978,293,0.960475243,120,1.068292902,19,0,0,0,140,0.971926848,,,,
440091,1.0000,1121,0.891340408,1500,0.851061942,934,0.949925407,1641,0.713929184,1015,0.907637244,,,,
440102,0.9881,211,1.077907261,123,1.096584301,9,0,35,0.92564889,131,0.937164089,,,,
440104,1.0000,364,0.952640662,327,0.947210057,273,0.913931597,204,0.944728795,363,0.932128546,,,,
440109,0.9997,268,0.949903896,83,0.999387836,27,1.017984885,11,0,57,0.950826066,,,,
440110,0.9961,98,1.083687135,125,0.924229075,27,1.035839878,11,0,99,0.942614938,,,,
440111,1.0000,12,0,21,0,13,0,3,0,15,0,,,,
440115,0.9913,65,1.022815861,84,1.06980829,2,0,0,0,71,0.950363109,,,,
440120,0.9982,643,0.896650793,773,1.030551289,496,1.031241869,1066,0.875328039,673,0.973918115,,,,
440125,0.9953,399,1.034803872,298,1.064840671,216,1.060847566,249,1.050752948,388,1.016253691,,,,
440130,0.9969,151,0.983531752,175,0.963514428,19,0,59,1.097388295,164,0.991196279,,,,
440131,0.9949,95,1.008280081,48,0.946045621,7,0,2,0,86,1.07930221,,,,
440132,0.9804,191,1.014706706,154,0.953606654,50,1.011336027,267,1.247994914,177,0.977025969,,,,
440133,0.9971,452,1.159369858,644,0.923046731,196,0.998654843,788,0.800949616,402,1.004748356,,,,
440137,0.9941,199,0.98880694,125,1.080474261,8,0,0,0,268,1.046708348,,,,
440141,0.9859,105,1.097434744,54,1.042229031,6,0,0,0,101,1.018601517,,,,
440144,0.9902,324,1.027032336,241,1.143149806,84,0.940919409,92,1.187489255,397,1.048097573,,,,
440148,0.9959,139,1.041548852,91,0.939999273,12,0,31,1.018043157,136,0.928281249,,,,
440150,0.9935,395,0.978588579,308,0.998698763,98,0.993667136,171,1.192189924,408,1.057370452,,,,
440151,0.9924,345,0.98388738,259,1.056796951,17,0,45,0.964833994,199,1.09869678,,,,
440152,0.9999,13,0,25,0.997097116,4,0,35,1.015379656,24,0,,,,
440153,0.9950,224,1.015892313,111,1.081024156,15,0,0,0,219,0.969700397,,,,
440156,1.0000,420,0.929549478,409,0.896076176,290,0.888613595,569,0.787726752,447,0.877855304,,,,
440159,0.9905,35,0.990342533,82,1.165614192,2,0,54,1.072791816,40,0.994117107,,,,
440161,0.9981,486,1.10836298,739,0.969887307,406,0.910189133,525,0.910791681,348,1.040970191,,,,
440168,0.9966,38,1.026596976,31,1.02499413,3,0,0,0,35,0.998857989,,,,
440173,0.9918,559,1.044354936,682,1.040618077,434,0.829601609,1346,1.078728683,406,0.921173609,,,,
440174,0.9916,51,1.067701139,68,1.039942909,4,0,0,0,71,1.029023634,,,,
440175,0.9925,346,1.076200541,145,0.956854251,10,0,1,0,300,0.983915646,,,,
440176,0.9925,267,1.040528788,159,1.076376675,91,1.04130206,182,0.890835289,189,1.110584643,,,,
440180,0.9838,242,1.127788905,88,1.072719599,18,0,0,0,198,0.982202976,,,,
440181,0.9961,63,0.96114185,42,1.049476171,3,0,0,0,35,1.014469718,,,,
440182,0.9980,106,0.975650669,59,0.973444174,18,0,0,0,102,1.040047633,,,,
440183,0.9955,384,1.012964955,651,1.003849314,232,0.949583236,670,1.066129132,218,0.983563387,,,,
440184,0.9997,290,0.877971112,95,0.960348154,13,0,0,0,191,1.005882775,,,,
440185,0.9887,527,1.057960291,396,1.151496117,82,1.018559765,102,0.908374105,640,1.098295864,,,,
440187,0.9700,415,1.278657729,146,1.1514906,21,0,18,0,359,1.194491344,,,,
440189,0.9700,210,1.014579371,349,0.996632518,352,1.191387425,322,1.434831135,783,1.079673794,,,,
440192,0.9772,168,1.135691434,87,1.033903636,26,1.062544094,12,0,139,1.14725551,,,,
440193,0.9983,314,1.001786358,193,1.066356178,50,0.970591038,141,0.922248064,285,0.896770516,,,,
440194,0.9950,208,1.057582047,191,0.947832434,47,0.947198008,83,1.073406616,246,1.029135984,,,,
440197,0.9952,165,1.10727644,146,0.947382374,70,0.961475766,69,1.090993551,162,0.969905815,,,,
440200,0.9953,89,0.964565904,65,1.075539955,4,0,7,0,46,0.957019662,,,,
440218,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
440227,0.9966,224,1.035350334,123,1.007188179,50,0.935879441,78,1.031504782,161,1.023030801,,,,
440228,0.9990,338,0.868115907,221,1.038527958,31,0.989586235,291,0.93106196,246,0.909111465,,,,
440231,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
440232,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
450002,0.9988,326,0.9151582,353,0.967133039,118,0.96532477,100,1.0991547,316,0.962199928,,,,
450005,1.0000,134,0.91118445,93,0.987633778,29,0.975673834,8,0,129,0.927862885,,,,
450007,0.9753,497,0.960343454,296,0.93348504,31,0.991848354,481,1.243518517,256,0.96145954,,,,
450010,1.0000,732,0.988814404,800,0.993689396,437,1.000196317,337,0.928884724,644,0.969410588,,,,
450011,0.9892,530,0.980811198,823,0.946083917,317,0.948407338,631,1.266285321,633,1.004832081,,,,
450015,0.9995,106,0.99515666,287,0.890729154,72,1.016472704,64,1.052221839,134,0.994489093,,,,
450018,0.9881,197,1.126675421,363,1.06970363,219,1.03336276,154,1.452755978,288,1.015145578,,,,
450021,1.0000,830,0.914008126,1028,0.848434421,158,0.947838497,1328,0.820852309,687,0.954889941,,,,
450023,1.0000,414,0.96026014,525,0.951918376,259,0.907923267,433,0.895790205,356,0.952578563,,,,
450024,0.9998,90,0.958515522,100,1.007182867,46,1.005498623,14,0,61,0.984173913,,,,
450028,0.9993,260,0.862098924,347,0.881100322,185,1.007466735,18,0,206,1.018730166,,,,
450029,0.9993,680,1.004303919,570,0.999310501,194,1.033263025,356,0.904440389,475,0.954005911,,,,
450032,0.9892,207,1.044336188,209,1.126037927,17,0,101,1.025459187,225,1.07937968,,,,
450033,0.9996,678,0.980567432,644,0.969725292,215,1.021277552,723,0.817924063,520,0.984590397,,,,
450034,0.9969,600,0.951075946,912,1.096285551,364,0.954012882,604,0.896427161,685,0.910234598,,,,
450035,0.9972,87,1.047211622,246,1.046528599,58,0.949535146,62,0.98909424,103,1.045218276,,,,
450037,0.9922,735,1.074959526,905,1.083257229,542,0.928873843,512,1.036699422,828,1.081748158,,,,
450039,0.9997,119,0.900564489,123,0.963501185,63,1.008265567,44,1.032055106,142,0.986831505,,,,
450040,1.0000,894,0.930130985,900,0.932216776,679,0.952140758,1407,0.952818567,584,0.876227135,,,,
450042,0.9936,443,1.08178237,613,1.014663321,383,0.992590601,422,1.165392889,571,0.95516915,,,,
450044,0.9957,279,0.971117377,563,1.006313888,114,0.957743644,316,1.137740016,200,1.090749673,,,,
450046,0.9980,870,1.057244556,870,1.034903676,457,0.98594261,306,0.840559435,709,0.915984626,,,,
450051,0.9954,285,1.112374422,412,1.089435621,204,1.076889704,233,0.853315381,288,0.956664648,,,,
450052,0.9991,111,0.946660609,34,1.030511743,10,0,0,0,50,0.959067539,,,,
450054,0.9974,676,1.034350695,723,1.123530984,529,0.9868065,796,0.992181377,519,0.930831358,,,,
450055,0.9961,171,0.939928761,90,1.035178108,7,0,0,0,148,1.022389106,,,,
450056,0.9904,540,0.962979594,798,0.937076162,220,1.018361982,1248,1.152897659,447,1.009753798,,,,
450058,0.9948,1126,0.947456268,1583,0.933505854,874,0.915346104,1766,1.097418734,1117,0.88262893,,,,
450064,0.9983,486,1.005102033,432,0.959171531,66,1.070144085,125,1.040577422,373,1.025846171,,,,
450068,0.9998,200,0.995985718,337,0.973581212,262,1.010049294,88,0.849202868,150,1.009554132,,,,
450072,0.9786,339,0.873821138,266,0.9920306,80,0.927233792,149,1.53084273,362,0.979231055,,,,
450073,0.9956,58,1.030211867,64,0.996797121,7,0,0,0,53,1.042791804,,,,
450078,1.0000,24,0,16,0,1,0,0,0,79,0.983363127,,,,
450079,0.9998,410,0.975809374,346,0.990575795,186,1.010371648,250,0.86587019,380,0.926117352,,,,
450080,0.9971,242,0.954680148,158,0.9249431,18,0,111,1.060680994,190,0.939012734,,,,
450082,0.9947,156,0.984425841,147,1.076755441,8,0,0,0,148,0.981285555,,,,
450083,0.9992,803,1.006760513,727,1.020571026,716,1.008936851,174,0.964555331,486,0.974957747,,,,
450085,1.0000,201,0.88572847,105,0.982830943,8,0,39,0.993734037,84,0.941306648,,,,
450087,0.9998,258,0.919703211,354,0.95174519,145,0.95108989,58,0.902617636,252,1.008621375,,,,
450090,0.9981,100,0.957694522,103,0.938551463,10,0,35,1.055634876,73,1.005138723,,,,
450092,1.0000,233,0.92641023,274,0.931997892,39,0.965663278,36,0.988265003,295,0.86333284,,,,
450097,0.9972,333,0.908580715,399,0.973892621,177,1.152298198,27,1.022534242,418,0.89986396,,,,
450099,0.9986,125,0.963825087,141,1.021062906,21,0,114,0.958130309,120,1.00790236,,,,
450101,1.0000,295,0.883729176,295,0.890471752,202,0.986727624,172,0.892608613,226,0.89736841,,,,
450102,0.9980,1023,0.943176367,1285,0.887394317,913,0.858054744,1176,1.043004455,668,0.929622643,,,,
450104,0.9836,239,0.926481487,239,0.912750017,38,1.032710154,266,1.230480527,178,0.989467768,,,,
450107,0.9997,585,1.015975033,652,0.995058197,254,0.982970416,302,0.907169754,545,0.931017818,,,,
450108,0.9976,109,1.03534105,81,0.948072938,21,0,27,0.981503924,52,0.98027057,,,,
450119,0.9975,422,0.915978483,955,0.935709209,459,1.041561806,60,1.149098162,473,0.90756289,,,,
450124,0.9983,73,1.021496839,96,1.043307565,31,0.991340103,33,1.133655168,77,0.971785598,,,,
450128,0.9946,280,0.92192812,421,1.144126986,72,0.987701058,210,0.857752963,392,0.911123966,,,,
450130,1.0000,103,0.933434739,171,0.992457966,44,0.98801108,275,0.940501478,75,0.942466033,,,,
450132,0.9962,438,0.9528671,554,1.028816337,448,1.067745064,158,1.022299881,563,0.947404146,,,,
450133,1.0000,380,0.974345331,472,0.929457869,229,0.931878349,406,0.839115237,397,0.877870751,,,,
450135,0.9981,645,0.930810004,947,0.952754872,701,1.001076074,282,1.175616755,640,0.932580016,,,,
450137,1.0000,461,0.86503912,398,0.874563587,226,0.961073339,152,0.958005125,425,0.921388043,,,,
450143,1.0000,117,0.92231525,69,0.946372871,3,0,2,0,78,0.946529874,,,,
450144,1.0000,59,0.976391002,21,0,4,0,0,0,42,0.944333578,,,,
450147,0.9999,339,0.902270885,468,0.929251123,251,0.87819247,221,0.834648835,207,1.007253781,,,,
450148,0.9967,198,1.04168189,187,1.011539737,12,0,187,1.010893289,205,0.967971035,,,,
450152,0.9839,179,0.984905282,346,1.10787667,84,1.010833846,98,1.433335944,311,1.026164207,,,,
450154,0.9969,97,0.958015074,193,1.016156614,24,0,47,1.065213381,104,1.035346251,,,,
450155,1.0000,76,0.901828441,21,0,0,0,0,0,19,0,,,,
450162,1.0000,66,0.969323135,16,0,1,0,391,0.694517349,16,0,,,,
450163,1.0000,267,0.996487739,253,0.961900004,13,0,17,0,103,0.992270206,,,,
450165,1.0000,225,0.951330722,107,0.973186644,16,0,4,0,100,0.948838943,,,,
450176,0.9941,487,1.093470359,408,1.028424862,131,1.004366091,304,0.87282155,530,1.020249038,,,,
450177,0.9978,173,0.980668055,112,1.046648494,20,0,14,0,94,0.985418147,,,,
450178,0.9846,94,0.943693429,97,1.083776309,4,0,0,0,94,1.129566793,,,,
450184,1.0000,1508,0.855740521,1715,0.886531139,844,0.884642419,1222,0.886918802,1614,0.822295471,,,,
450187,0.9981,153,1.033048493,139,0.90951233,44,0.956379718,116,0.856916531,52,0.990707393,,,,
450188,0.9988,285,0.989908821,136,1.018551049,9,0,0,0,84,0.972997401,,,,
450192,0.9958,167,1.019334251,136,1.050343266,17,0,19,0,154,1.00645146,,,,
450193,1.0000,444,0.913878456,1275,0.932420334,394,0.90782967,299,0.972516014,490,0.993838255,,,,
450194,0.9943,136,0.98718803,131,1.10535691,15,0,56,1.018293324,117,0.925247857,,,,
450196,0.9962,539,1.035621722,548,0.995293188,203,0.924563638,418,1.004843205,471,1.081177178,,,,
450200,0.9866,328,1.13040084,312,1.011159885,156,1.054969975,219,1.182710158,232,1.062904544,,,,
450203,0.9992,349,0.976715317,181,1.032368696,46,0.990837225,273,0.943034747,349,0.883738223,,,,
450209,0.9972,231,0.92982248,383,0.829492916,297,0.93145976,146,1.199023704,280,0.907874736,,,,
450210,0.9957,112,1.023543445,67,1.04303695,10,0,0,0,80,0.989677281,,,,
450211,0.9998,524,0.948398437,360,0.978475358,235,0.966188851,146,1.008523431,418,0.939751853,,,,
450213,0.9999,56,1.013371424,85,0.973772106,49,0.946756516,16,0,43,0.970089656,,,,
450214,0.9989,64,0.983403011,106,1.012167982,4,0,1,0,32,1.030877393,,,,
450219,0.9993,195,0.897364927,39,0.912958833,1,0,0,0,54,1.016184415,,,,
450221,1.0000,80,0.969692206,67,0.970172854,5,0,7,0,60,0.991056348,,,,
450222,0.9943,430,1.02393585,639,0.992395826,333,1.110026591,58,1.080672694,647,1.043064228,,,,
450229,0.9859,425,0.960841698,511,0.896362322,455,0.936312654,493,1.432099001,424,0.979318371,,,,
450231,1.0000,872,0.894092841,903,0.878341448,567,0.943088853,809,0.917141838,718,0.947592811,,,,
450235,1.0000,115,0.964952783,66,0.96229695,5,0,0,0,52,0.997783483,,,,
450236,1.0000,252,0.922529294,167,0.870301736,65,0.920276938,9,0,159,0.969423647,,,,
450237,1.0000,946,0.896654158,959,0.891407054,529,0.934776926,555,0.827870245,729,0.954393347,,,,
450241,0.9991,53,0.986342341,40,1.012096554,21,0,0,0,36,0.985849671,,,,
450243,1.0000,23,0,27,0.932026526,0,0,0,0,28,0.98548668,,,,
450253,0.9929,54,1.001228723,47,1.048887693,4,0,0,0,60,1.050743064,,,,
450270,0.9962,66,1.074863579,35,1.032263918,9,0,0,0,92,0.987324143,,,,
450271,0.9952,237,0.980225264,186,1.15129747,144,1.004338333,115,0.959691685,175,0.955371563,,,,
450272,0.9986,179,0.958365665,206,0.999060419,41,0.996836551,45,1.088791763,140,0.992150243,,,,
450280,0.9987,469,1.043431669,551,0.838082245,215,0.99473837,112,0.911168886,563,1.000608594,,,,
450283,0.9977,49,0.948777349,27,1.020292652,6,0,0,0,73,1.015496816,,,,
450289,0.9987,54,0.998621994,118,1.001506671,57,1.072532457,2,0,120,0.902770483,,,,
450292,0.9971,158,1.039063702,171,1.019032144,18,0,50,1.001439679,193,0.982150007,,,,
450293,1.0000,55,0.974656038,36,0.9604205,2,0,0,0,17,0,,,,
450296,0.9904,119,1.076993397,112,1.084617442,9,0,7,0,227,0.963874147,,,,
450299,0.9999,129,0.944920946,245,0.827230289,93,1.00542641,132,1.000839736,180,0.918209304,,,,
450306,0.9971,42,0.970200562,35,1.034946834,0,0,0,0,65,0.980023931,,,,
450324,0.9905,422,1.066465943,466,0.991952507,343,1.005738313,299,1.136361387,553,1.115918704,,,,
450330,0.9956,262,1.048940175,185,1.000308419,65,0.960778498,17,0,127,1.087225125,,,,
450340,0.9989,281,0.978705494,277,0.957527682,99,0.988566895,271,0.943917232,262,1.038566743,,,,
450346,0.9920,602,1.0415513,493,0.994399815,265,1.09898738,275,1.1646632,623,0.955751574,,,,
450347,0.9959,257,1.025592691,165,1.066969372,9,0,165,0.766309261,232,1.014486539,,,,
450348,0.9879,183,1.04506287,66,1.049931645,2,0,0,0,7,0,,,,
450351,0.9999,177,0.96594017,146,0.943832797,27,1.012972242,163,0.924673461,103,0.960469998,,,,
450352,0.9986,376,0.905962565,306,0.916081652,23,0,169,1.032668156,398,0.956041495,,,,
450358,0.9959,933,0.926653889,1440,0.909274159,619,0.993843146,1669,1.106861482,483,1.024053268,,,,
450369,0.9991,113,0.899653591,50,1.021034798,5,0,13,0,58,0.990618207,,,,
450370,0.9967,119,1.044896217,85,0.979309937,9,0,16,0,63,1.033093694,,,,
